Date,ERC,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.09672277261663981,-0.2371190565973055,-0.0,-0.1965822220698639,-0.1836241472695485,0.0
2018-09-25,1.0,-0.09862896315338474,-0.23652099400171378,-0.0,-0.1961610968294773,-0.18246786632390743,0.0
2018-09-26,1.0,-0.09780819098579954,-0.2361425533374494,-0.0,-0.19655964876174795,-0.1845372847636688,0.0
2018-09-27,1.0,-0.09662658478264609,-0.24093856978204398,-0.0,-0.19731296554334177,-0.18535721043849238,0.0
2018-09-28,1.0,-0.09691129656715133,-0.24093607502365996,-0.0,-0.1974189107803493,-0.18545986406263443,0.0
2018-10-01,1.0,-0.0973082748175685,-0.24058584606911745,-0.0,-0.19768002202946441,-0.18547776400936253,0.0
2018-10-02,1.0,-0.09851445096655365,-0.23634517067460797,-0.0,-0.1993355481727575,-0.18718262096982427,0.0
2018-10-03,1.0,-0.0981294715972761,-0.22915265925351266,-0.0,-0.20327557969140594,-0.1934316007240755,0.0
2018-10-04,1.0,-0.09910717363576821,-0.2276017787583164,-0.0,-0.2044365541728429,-0.1924575131855631,0.0
2018-10-05,1.0,-0.09878858794782669,-0.22772481673951203,-0.0,-0.20332450012045292,-0.19091785112021198,0.0
2018-10-08,1.0,-0.09967585089141004,-0.22949067209214108,-0.0,-0.20330011379702748,-0.19173074933618398,0.0
2018-10-09,1.0,-0.10077425807452879,-0.2297425462571778,-0.0,-0.2029625286682416,-0.19092617820006552,0.0
2018-10-10,1.0,-0.1008257054696523,-0.22949095861129784,-0.0,-0.20294426919032596,-0.19055006809053454,0.0
2018-10-11,1.0,-0.07620870908693972,-0.2206492350580214,-0.0,-0.19164693435437552,-0.19084084840546123,0.0
2018-10-12,1.0,-0.07708523528923562,-0.21568594904141422,-0.0,-0.1842310565192132,-0.18286994771350318,0.0
2018-10-15,1.0,-0.06475272769416712,-0.22652692925379558,-0.0,-0.1814930710773357,-0.18288382257984404,0.0
2018-10-16,1.0,-0.059208667763431214,-0.2384964355152301,-0.0,-0.18143144390714058,-0.18262791431942435,0.0
2018-10-17,1.0,-0.054382555420139,-0.2290753977403735,-0.0,-0.1796501861062617,-0.18384992918080303,0.0
2018-10-18,1.0,-0.053878209879593485,-0.22808057847836471,-0.0,-0.18107097560573865,-0.18413467081747953,0.0
2018-10-19,1.0,-0.04733979123446101,-0.22183380433539704,-0.0,-0.18109348710325562,-0.18326608621788065,0.0
2018-10-22,1.0,-0.049531569571815,-0.23696971696245955,-0.0,-0.18023025664709375,-0.1826878669921488,0.0
2018-10-23,1.0,-0.048442735240233056,-0.23724561374552297,-0.0,-0.18140855298991532,-0.1834221862775843,0.0
2018-10-24,1.0,-0.047646525430714695,-0.23420987552551312,-0.0,-0.18186464429972796,-0.1849476547687742,0.0
2018-10-25,1.0,-0.03636187805231855,-0.21796173621520556,-0.0,-0.18346952919749204,-0.17399223119449414,0.0
2018-10-26,1.0,-0.02727447339778475,-0.21326589410333568,-0.0,-0.18900057622126898,-0.1710736922978424,0.0
2018-10-29,1.0,-0.020897709534579974,-0.21472715109426269,-0.0,-0.18532381892899236,-0.17186454716319963,0.0
2018-10-30,1.0,-0.022643253234750464,-0.2148479826630123,-0.0,-0.18538466441455798,-0.17058129899929889,0.0
2018-10-31,1.0,-0.02611508395833003,-0.2042906749964324,-0.0,-0.18600853061030334,-0.16920100845132954,0.0
2018-11-01,1.0,-0.027061753462032642,-0.2037562855919164,-0.0,-0.18616455957234182,-0.16930251740930505,0.0
2018-11-02,1.0,-0.02829174178448303,-0.19756776417749944,-0.0,-0.18757314103172343,-0.16797925166840622,0.0
2018-11-05,1.0,-0.028776181737644752,-0.19645004113143075,-0.0,-0.18759096374106182,-0.1691450990318294,0.0
2018-11-06,1.0,-0.027894753506633316,-0.19589652661241808,-0.0,-0.18869328436184024,-0.1706614317829212,0.0
2018-11-07,1.0,-0.027707449838597385,-0.1958984745869992,-0.0,-0.18825558579656942,-0.17051712133679348,0.0
2018-11-08,1.0,-0.028505368511069582,-0.19595857219776391,-0.0,-0.1889430842808729,-0.1702087226427644,0.0
2018-11-09,1.0,-0.027738151846568398,-0.19648121730860674,-0.0,-0.19041052464732922,-0.17040735457283246,0.0
2018-11-12,1.0,-0.027693960410117062,-0.18820202530845667,-0.0,-0.194552836537702,-0.169339168075325,0.0
2018-11-13,1.0,-0.021798792440994273,-0.18549360934682033,-0.0,-0.19380537912648002,-0.16717635066258918,0.0
2018-11-14,1.0,-0.020555599275989614,-0.1883686157236169,-0.0,-0.19560871960336823,-0.16940269142992054,0.0
2018-11-15,1.0,-0.020274946520699635,-0.18819994966654086,-0.0,-0.1955926764816912,-0.1688530262992324,0.0
2018-11-16,1.0,-0.018124990183605836,-0.18376289874193094,-0.0,-0.1958409901207809,-0.1728941871240321,0.0
2018-11-19,1.0,-0.02159065873540427,-0.1838353318855632,-0.0,-0.19503981367828027,-0.17319736883517453,0.0
2018-11-20,1.0,-0.018109630745570673,-0.18247728449696343,-0.0,-0.19482761326365677,-0.17387756383095587,0.0
2018-11-21,1.0,-0.020041454330107376,-0.17968737824738573,-0.0,-0.19340159271899887,-0.16530303738681879,0.0
2018-11-23,1.0,-0.020223738742949738,-0.17866379981926397,-0.0,-0.19379265214546137,-0.16540463058178306,0.0
2018-11-26,1.0,-0.019906231990155916,-0.18044890266506752,-0.0,-0.192847463435149,-0.164405538854535,0.0
2018-11-27,1.0,-0.021187103230446883,-0.18089564374394096,-0.0,-0.19517152953685463,-0.16636957813428402,0.0
2018-11-28,1.0,-0.019694477085781432,-0.18840579710144928,-0.0,-0.19320015667841756,-0.16548374461417942,0.0
2018-11-29,1.0,-0.018830711434609064,-0.18785317367144086,-0.0,-0.19297174610628473,-0.1656726931204508,0.0
2018-11-30,1.0,-0.0193016291139439,-0.18937861611552756,-0.0,-0.19576022704109633,-0.16353857973877733,0.0
2018-12-03,1.0,-0.019077926353247326,-0.1893997585866345,-0.0,-0.19568591180574063,-0.16343998369675974,0.0
2018-12-04,1.0,-0.01995635039017727,-0.18923204949049288,-0.0,-0.19689428315721713,-0.16406286799918354,0.0
2018-12-06,1.0,-0.019254429133858265,-0.16735359251968504,-0.0,-0.19701956200787402,-0.15425073818897636,0.0
2018-12-07,1.0,-0.013918249571805515,-0.1697038900118814,-0.0,-0.19957720616600058,-0.15982841359729658,0.0
2018-12-10,1.0,-0.008739516413425125,-0.16951595345057577,-0.0,-0.19913831434660617,-0.15587004185768388,0.0
2018-12-11,1.0,-0.010948737214972474,-0.16883136797877724,-0.0,-0.1997914526244767,-0.15386502691181206,0.0
2018-12-12,1.0,-0.010400208617753984,-0.16913377613474254,-0.0,-0.1997361598993726,-0.15468392876317283,0.0
2018-12-13,1.0,-0.009788278613071494,-0.16676894752991714,-0.0,-0.20391224301933106,-0.1537281374654802,0.0
2018-12-14,1.0,-0.011411568016933294,-0.162246729143979,-0.0,-0.20645121708054048,-0.15368805313127903,0.0
2018-12-17,1.0,-0.01265667240108135,-0.16263209633816664,-0.0,-0.20892725485377245,-0.15177254853772426,0.0
2018-12-18,1.0,-0.011922480858050359,-0.16221939206088595,-0.0,-0.20891193935953106,-0.1513556643292262,0.0
2018-12-19,1.0,-0.006720595472440944,-0.16472379429133857,-0.0,-0.2129367618110236,-0.15349717027559054,0.0
