Date,IWF,IWM,MTUM,SPY,TPL,VLUE,VXX
2018-09-24,-0.5645378494184861,-1.003713527851459,-0.06113038155478474,-0.7799224648031015,1.0,-0.6714956131401755,0.0
2018-09-25,-0.5646497205108328,-1.0032641070627117,-0.061610020808682525,-0.7795911705903953,1.0,-0.6710596107552328,0.0
2018-09-26,-0.570275033815633,-1.0125835143665205,-0.06808214124687462,-0.7825552322006805,1.0,-0.6653686928720745,0.0
2018-09-27,-0.5779036827195467,-1.0013959026152646,-0.07229954427885207,-0.7860984521903354,1.0,-0.6678983454448413,0.0
2018-09-28,-0.5751201676184217,-1.0048477876833326,-0.07316872766114786,-0.7864508442545499,1.0,-0.6686660367281542,0.0
2018-10-01,-0.5765484361514117,-1.0038222843286344,-0.0731166002219391,-0.7875549710246189,1.0,-0.6689408573424849,0.0
2018-10-02,-0.5776216305062459,-0.9923570019723866,-0.07745726495726496,-0.7898586456278764,1.0,-0.6718030900723209,0.0
2018-10-03,-0.5769894062576989,-0.9865319865319865,-0.07703046727436971,-0.7910404861624373,1.0,-0.6745093208507843,0.0
2018-10-04,-0.5782628318220983,-0.9823985557789356,-0.07783202724326099,-0.7923521930004513,1.0,-0.6720141139785828,0.0
2018-10-05,-0.567182460294778,-0.9753807210223329,-0.06393663495692646,-0.7982688931531458,1.0,-0.6780712856734578,0.0
2018-10-08,-0.5648774130487904,-0.9711248676386739,-0.0603160381200619,-0.7999511281257636,1.0,-0.6763867394314572,0.0
2018-10-09,-0.5701041453951399,-0.9744741678578721,-0.06808249948948336,-0.7988156013886053,1.0,-0.6726567286093527,0.0
2018-10-10,-0.5703903315368283,-0.9740323370896619,-0.06810387065164135,-0.7989547607382002,1.0,-0.671484566389025,0.0
2018-10-11,-0.5256405195215349,-0.9591804508309977,-0.009474556867079863,-0.7797955074809523,1.0,-0.6736409932493782,0.0
2018-10-12,-0.530290650169254,-0.9481343138399284,-0.0031516283413096763,-0.7600871561417843,1.0,-0.6492354383097934,0.0
2018-10-15,-0.5150927291068518,-0.960968417785365,-0.0,-0.7561108093427484,1.0,-0.6476681927523861,0.0
2018-10-16,-0.5263527484102525,-0.9543947255490969,-0.0,-0.7646003199001288,1.0,-0.6558732883392502,0.0
2018-10-17,-0.5033092314166571,-0.909139599831669,-0.0,-0.7544665059872221,1.0,-0.6587857224836451,0.0
2018-10-18,-0.5032327173954627,-0.9092926278740578,-0.0,-0.7544282489766249,1.0,-0.6587857224836451,0.0
2018-10-19,-0.48752559338742707,-0.8949723212254493,-0.0,-0.7543034807006902,1.0,-0.6548115568362782,0.0
2018-10-22,-0.48823975720789076,-0.8970789074355084,-0.0,-0.7537177541729894,1.0,-0.6545523520485584,0.0
2018-10-23,-0.4811513678280665,-0.9175444688814292,-0.0,-0.7821507118879499,1.0,-0.6775861403711848,0.0
2018-10-24,-0.4794404408647732,-0.9142934217118193,-0.0,-0.7821110640101738,1.0,-0.6778681259393425,0.0
2018-10-25,-0.44489492281941606,-0.8595871303700949,-0.0,-0.7770503998512183,1.0,-0.6380137623209968,0.0
2018-10-26,-0.4264711287536296,-0.8432021171022164,-0.0,-0.7792112324034256,1.0,-0.6266402028889625,0.0
2018-10-29,-0.4087802025075849,-0.8484848484848485,-0.0,-0.7697846986146142,1.0,-0.6283583726285777,0.0
2018-10-30,-0.42508813160987075,-0.8531507050528789,-0.0,-0.7737220916568742,1.0,-0.6201894829612221,0.0
2018-10-31,-0.4272011087606682,-0.8370413596907142,-0.0,-0.7690203515938435,1.0,-0.6139762200014589,0.0
2018-11-01,-0.47074219480276686,-0.8349598055711348,-0.0,-0.7962983735277621,1.0,-0.6370162647223779,0.0
2018-11-02,-0.5443504020313161,-0.8783326280152349,-0.0,-1.0272111722386796,1.0,-0.7820143884892087,0.0
2018-11-05,-0.5370425342436708,-0.9043721640303635,-0.0,-1.0322293371782367,1.0,-0.7670582248420339,0.0
2018-11-06,-0.546763506625892,-0.9146279306829765,-0.0,-1.0274804621134894,1.0,-0.7584522595990486,0.0
2018-11-07,-0.5464425199524537,-0.914204448972661,-0.0,-1.0266598743419937,1.0,-0.7578960774325013,0.0
2018-11-08,-0.5165107204296564,-0.9092854445516722,-0.0,-1.0118323333193473,1.0,-0.7582343809004323,0.0
2018-11-09,-0.5225770925110131,-0.9221873941036935,-0.0,-1.0205862419518805,1.0,-0.7705015249068112,0.0
2018-11-12,-0.5213999578325954,-0.9090027408812988,-0.0,-1.0209572000843348,1.0,-0.7654227282310774,0.0
2018-11-13,-0.5100876641080491,-0.9040728157375949,-0.0,-1.021140052850132,1.0,-0.7591963424353004,0.0
2018-11-14,-0.5090690277658385,-0.9428780194274907,-0.0,-1.0538983925040832,1.0,-0.792229003696381,0.0
2018-11-15,-0.5098132663229497,-0.9518651704865475,-0.0,-1.0609592305359385,1.0,-0.8098869199774708,0.0
2018-11-16,-0.5074723565998618,-0.9435901865929509,-0.0,-1.0572304768486522,1.0,-0.8109450587422253,0.0
2018-11-19,-0.4965477304111542,-0.9929172791661098,-0.0,-1.11122989888191,1.0,-0.8538019510891354,0.0
2018-11-20,-0.4428969359331476,-0.9798823893531414,-0.0,-1.1181854357341823,1.0,-0.8804881283989919,0.0
2018-11-21,-0.4402474044621162,-0.9795449525071792,-0.0,-1.1195493704440027,1.0,-0.8785950960901259,0.0
2018-11-23,-0.4403091135192752,-0.9979125954876532,-0.0,-1.1202700302007462,1.0,-0.8827944572748267,0.0
2018-11-26,-0.44567617502591145,-1.0034698751746203,-0.0,-1.148438556171421,1.0,-0.9087467892388806,0.0
2018-11-27,-0.42816635160680533,-1.0186785489242958,-0.0,-1.148033126293996,1.0,-0.9059771356557746,0.0
2018-11-28,-0.43206815723043634,-1.0077533357374684,-0.0,-1.1562387306166606,1.0,-0.911693112152903,0.0
2018-11-29,-0.38530027155767266,-0.9903396696790278,-0.0,-1.1538975203668254,1.0,-0.9221831456172372,0.0
2018-11-30,-0.3917886696371738,-1.0244612166954623,-0.0,-1.194825861598618,1.0,-0.9356642720742021,0.0
