Date,IWF,IWM,MTUM,MYJ,SPY,VLUE,VXX
2018-09-24,-0.12307411645687182,-0.2047697232034761,-0.0,1.0,-0.18448679038758148,-0.1461266729688044,0.0
2018-09-25,-0.12415028020028518,-0.20429750969924063,-0.0,1.0,-0.18415293298405014,-0.14537255031999202,0.0
2018-09-26,-0.12392432557908176,-0.2041418646681368,-0.0,1.0,-0.1841952545970055,-0.1458108802705974,0.0
2018-09-27,-0.12400928535897861,-0.20402918255678995,-0.0,1.0,-0.18421488973636216,-0.1458464599568894,0.0
2018-09-28,-0.12417899555496584,-0.2041066808200093,-0.0,1.0,-0.18433623034565116,-0.145989517680621,0.0
2018-10-01,-0.12422030524220305,-0.20424684804246848,-0.0,1.0,-0.18438951559389516,-0.14608493696084937,0.0
2018-10-02,-0.1251908143625141,-0.20072011681157495,-0.0,1.0,-0.1857868188756886,-0.14755757615981946,0.0
2018-10-03,-0.12475940797769962,-0.19600783168513972,-0.0,1.0,-0.18766177739430545,-0.1508429017057145,0.0
2018-10-04,-0.12556611755337677,-0.19467808026012373,-0.0,1.0,-0.18865608254947824,-0.1500356674795534,0.0
2018-10-05,-0.12403100775193797,-0.192806730467265,-0.0,1.0,-0.1874845043883572,-0.14852647063684896,0.0
2018-10-08,-0.1239692638188879,-0.19276212509295218,-0.0,1.0,-0.18734198132694374,-0.14840948525159053,0.0
2018-10-09,-0.1262858465914729,-0.19351371018423577,-0.0,1.0,-0.18694803691330666,-0.14707438891277744,0.0
2018-10-10,-0.12683063902938943,-0.19293199775199182,-0.0,1.0,-0.18714668253495984,-0.14603788554993555,0.0
2018-10-11,-0.10185051438843148,-0.18275635161378337,-0.0,1.0,-0.1748760171409312,-0.14545717174635273,0.0
2018-10-12,-0.10256816992116241,-0.17748766675655525,-0.0,1.0,-0.16827144239463204,-0.1379419742707127,0.0
2018-10-15,-0.09886232377094574,-0.17944904191522015,-0.0,1.0,-0.16685390591623284,-0.13713824585832052,0.0
2018-10-16,-0.10164682759823114,-0.17645939991440934,-0.0,1.0,-0.16832828771140101,-0.13857761011871741,0.0
2018-10-17,-0.0964847610233565,-0.1658170067920503,-0.0,1.0,-0.1663817038164107,-0.13991937381374409,0.0
2018-10-18,-0.09640840652446675,-0.1656524466750314,-0.0,1.0,-0.16645232120451695,-0.13986825595984945,0.0
2018-10-19,-0.08982547748923804,-0.15809594852906897,-0.0,1.0,-0.16710957775809285,-0.13902746048766843,0.0
2018-10-22,-0.08961860783307678,-0.15370741794548876,-0.0,1.0,-0.16989287435670197,-0.14159553461759722,0.0
2018-10-23,-0.09248599875544493,-0.15426260112009954,-0.0,1.0,-0.1681238332296204,-0.14083696328562537,0.0
2018-10-24,-0.09195705874128048,-0.15107120108129943,-0.0,1.0,-0.1684714216912393,-0.1420759084624109,0.0
2018-10-25,-0.07893861002692808,-0.1313878551329763,-0.0,1.0,-0.1730356116305104,-0.12945145381380288,0.0
2018-10-26,-0.0763295507632955,-0.1291951112919511,-0.0,1.0,-0.17357626173576263,-0.1278990912789909,0.0
2018-10-29,-0.07527883834891622,-0.12816041848299914,-0.0,1.0,-0.17271442744190244,-0.1270029762799507,0.0
2018-10-30,-0.07742867026636786,-0.12835591920225006,-0.0,1.0,-0.1728157384150285,-0.1254380555597335,0.0
2018-10-31,-0.0800825655139404,-0.11933109967691755,-0.0,1.0,-0.17259483068086634,-0.12374356826612419,0.0
2018-11-01,-0.07553682700497602,-0.1227118542759373,-0.0,1.0,-0.17232258932173758,-0.12374292075731086,0.0
2018-11-02,-0.07547874964495538,-0.12322664553839714,-0.0,1.0,-0.17229007519471395,-0.12391431091444546,0.0
2018-11-05,-0.07541669781000075,-0.12343224456237387,-0.0,1.0,-0.17229987293519694,-0.12373122056954929,0.0
2018-11-06,-0.07427913031767645,-0.12285085816037948,-0.0,1.0,-0.17363719343398823,-0.12558919032156698,0.0
2018-11-07,-0.07436123875525753,-0.12291757098594501,-0.0,1.0,-0.17383885404661048,-0.12568665898307116,0.0
2018-11-08,-0.07009234435507894,-0.12199880845993447,-0.0,1.0,-0.17155198093535895,-0.12579684241882633,0.0
2018-11-09,-0.06888517146612498,-0.12355120086031784,-0.0,1.0,-0.1744384036324531,-0.12671764846457162,0.0
2018-11-12,-0.06895884498027835,-0.11557639354022475,-0.0,1.0,-0.1782987273945077,-0.12560839473096674,0.0
2018-11-13,-0.06038230829317181,-0.11175959086822597,-0.0,1.0,-0.17862669673254633,-0.12304903391254367,0.0
2018-11-14,-0.06058239264346135,-0.11155648560228713,-0.0,1.0,-0.17860827021132367,-0.12291844734592827,0.0
2018-11-15,-0.06045710753653475,-0.11125991552487895,-0.0,1.0,-0.17888416312234176,-0.1210761011935422,0.0
2018-11-16,-0.05979626934779733,-0.10950890035425027,-0.0,1.0,-0.17852155634931136,-0.12209139950904735,0.0
2018-11-19,-0.05920065876540305,-0.10987265829485633,-0.0,1.0,-0.17902832103049732,-0.12235685086610006,0.0
2018-11-20,-0.05534801271627185,-0.10772205862963125,-0.0,1.0,-0.17876030999575146,-0.12316324587233918,0.0
2018-11-21,-0.05726090372137682,-0.10470191160638949,-0.0,1.0,-0.17726730483866274,-0.11556926299863249,0.0
2018-11-23,-0.05766658913827189,-0.10100011629259216,-0.0,1.0,-0.17895976276311198,-0.11603093382951507,0.0
2018-11-26,-0.057428504998837476,-0.10235991629853523,-0.0,1.0,-0.17815624273424785,-0.11520576610090677,0.0
2018-11-27,-0.057365737445343484,-0.1020787634916254,-0.0,1.0,-0.17818387832478685,-0.11505106117171954,0.0
2018-11-28,-0.05749280795048383,-0.10189463284223985,-0.0,1.0,-0.17834829860808415,-0.11521808618835905,0.0
2018-11-29,-0.04898919207515043,-0.09871430426689369,-0.0,1.0,-0.17794837015338882,-0.11732875427483008,0.0
2018-11-30,-0.04928632250429361,-0.09913550491419995,-0.0,1.0,-0.17909047612175094,-0.11571822367186711,0.0
2018-12-03,-0.04931874603082963,-0.09915709254661971,-0.0,1.0,-0.17910340049650714,-0.11575544137174527,0.0
2018-12-04,-0.047392750680433755,-0.09975374778589018,-0.0,1.0,-0.17789202344436286,-0.11503290563211936,0.0
2018-12-06,-0.048177687752317455,-0.07182343756593661,-0.0,1.0,-0.18220309181190306,-0.10444360045575388,0.0
2018-12-07,-0.04831814602317471,-0.07163347958150523,-0.0,1.0,-0.1821492856339296,-0.10414557318033525,0.0
2018-12-10,-0.04034943502431276,-0.07214412104830507,-0.0,1.0,-0.18274281415016788,-0.09805915873657226,0.0
2018-12-11,-0.04591609015844677,-0.07074313769247935,-0.0,1.0,-0.1850172952465967,-0.09311537603213568,0.0
2018-12-12,-0.044766532618409294,-0.07154825737265416,-0.0,1.0,-0.1851820822162645,-0.09483914209115281,0.0
2018-12-13,-0.04420861551350974,-0.0695245409481254,-0.0,1.0,-0.18863366613139704,-0.09400265307547302,0.0
2018-12-14,-0.04220697381319143,-0.07648788685058115,-0.0,1.0,-0.18652849740932645,-0.09512673295056716,0.0
2018-12-17,-0.039267417675223695,-0.07558943004313413,-0.0,1.0,-0.18352248139927693,-0.09754735681282019,0.0
2018-12-18,-0.03606116106116106,-0.07123432123432123,-0.0,1.0,-0.18222055722055722,-0.09798534798534798,0.0
2018-12-19,-0.032052262144693866,-0.07311140454513865,-0.0,1.0,-0.18521092501216208,-0.09956216554312321,0.0
2018-12-20,-0.030669235140041853,-0.06746400210651773,-0.0,1.0,-0.18979447593442075,-0.09795307454578212,0.0
2018-12-21,-0.030221082271599434,-0.0684713819732917,-0.0,1.0,-0.19151635116674567,-0.1037664835930748,0.0
2018-12-24,-0.026405203378312786,-0.06296198704702734,-0.0,1.0,-0.19007863314241336,-0.10738208495707767,0.0
2018-12-26,-0.027394052915008196,-0.06397454790860385,-0.0,1.0,-0.18301265718181442,-0.1028826421694878,0.0
2018-12-27,-0.016972935049515636,-0.057111632801748566,-0.0,1.0,-0.16784047060093366,-0.10727488599260639,0.0
2018-12-28,-0.017709276094503505,-0.0563968174634265,-0.0,1.0,-0.16846100852368667,-0.10825487309027544,0.0
2018-12-31,-0.01758984058362605,-0.056687381788705755,-0.0,1.0,-0.168454471764388,-0.10825452580383682,0.0
2019-01-02,-0.017547414491813906,-0.0566272221321662,-0.0,1.0,-0.16842275895607067,-0.1082293186361917,0.0
2019-01-03,-0.007548148451469364,-0.06372930401430463,-0.0,1.0,-0.16656429575638454,-0.12711737166100215,0.0
2019-01-04,-0.0,-0.06659149878418215,-0.0,1.0,-0.16169698286987352,-0.13016722589759963,0.0
2019-01-07,-0.0,-0.05864740396621867,-0.0,1.0,-0.159333503403644,-0.12467943984210315,0.0
2019-01-08,-0.0,-0.06472714520784441,-0.0,1.0,-0.157184861482021,-0.12685117747025976,0.0
2019-01-09,-0.0,-0.06932247195572455,-0.0,1.0,-0.15837404094667193,-0.12546514932138944,0.0
2019-01-10,-0.0,-0.06905415826715193,-0.0,1.0,-0.1585783285754874,-0.12530948547616794,0.0
2019-01-11,-0.0,-0.06592230247022317,-0.0,1.0,-0.16001571837016762,-0.12909389016111328,0.0
2019-01-14,-0.0,-0.0629709076283684,-0.0,1.0,-0.15251374178844349,-0.1251910443759217,0.0
2019-01-15,-0.0,-0.06480897912112962,-0.0,1.0,-0.1528837514918268,-0.123275180024942,0.0
2019-01-16,-0.0,-0.06538538806669791,-0.0,1.0,-0.14735150338177191,-0.12657871827496148,0.0
2019-01-17,-0.0,-0.06825870114589043,-0.0,1.0,-0.14514166521814703,-0.12368129002928237,0.0
2019-01-18,-0.0,-0.06912677721934045,-0.0,1.0,-0.14689440159109846,-0.12781197086569732,0.0
2019-01-22,-0.0,-0.027530201511018364,-0.0,1.0,-0.136167645099247,-0.09338898037687463,0.0
2019-01-23,-0.0,-0.0264436319927881,-0.0,1.0,-0.13632493614463867,-0.08930986127109732,0.0
2019-01-24,-0.0,-0.023887922076296118,-0.0,1.0,-0.14074843814555607,-0.08735116998234697,0.0
2019-01-25,-0.0,-0.005364371224331607,-0.0,1.0,-0.14051945814929193,-0.08447654317949728,0.0
2019-01-28,-0.0,-0.004215612558087936,-0.0,1.0,-0.14383620742786002,-0.08458343091695736,0.0
2019-01-29,-0.0,-0.0,-0.0,1.0,-0.14490123456790122,-0.08966666666666666,0.0
2019-01-30,-0.0,-0.0,-0.0,1.0,-0.14465175971173308,-0.08936768843476973,0.0
2019-01-31,-0.0,-0.0,-0.0,1.0,-0.14320631040995446,-0.09122443185325087,0.0
2019-02-01,-0.0,-0.0,-0.0,1.0,-0.14747387298249953,-0.08930802053057943,0.0
2019-02-04,-0.0,-0.0,-0.0,1.0,-0.14536790642985334,-0.0923324463147472,0.0
2019-02-05,-0.0,-0.0,-0.0,1.0,-0.14520459804249106,-0.09215882796936288,0.0
2019-02-06,-0.0,-0.0,-0.0,1.0,-0.14486998688735497,-0.0921719983176229,0.0
2019-02-07,-0.0,-0.0,-0.0,1.0,-0.14309043671903995,-0.09407398243226524,0.0
2019-02-08,-0.0,-0.0,-0.0,1.0,-0.14609979960911407,-0.09088097770960638,0.0
2019-02-11,-0.0,-0.0,-0.0,1.0,-0.14506245435075948,-0.0928830512880823,0.0
2019-02-12,-0.0,-0.0023315226827392913,-0.0,1.0,-0.14425676513629487,-0.09358335193590793,0.0
2019-02-13,-0.0,-0.008944965510396507,-0.0,1.0,-0.14159346930673417,-0.09010719071013845,0.0
2019-02-14,-0.0,-0.007554578099178688,-0.0,1.0,-0.14303997216734385,-0.09193474236155118,0.0
2019-02-15,-0.0,-0.030500766226704237,-0.0,1.0,-0.12705768945573187,-0.07829106727964803,0.0
2019-02-19,-0.0,-0.02790726429675425,-0.0,1.0,-0.13039876352395674,-0.07817001545595054,0.0
2019-02-20,-0.0,-0.028153682491774076,-0.0,1.0,-0.12949951757749684,-0.07932757724944955,0.0
2019-02-21,-0.0,-0.02768054816885382,-0.0,1.0,-0.1297695761338759,-0.0793929574154927,0.0
2019-02-22,-0.0,-0.027205164034773143,-0.0,1.0,-0.13067134925247628,-0.07872185192971175,0.0
2019-02-25,-0.0,-0.026597723383676813,-0.0,1.0,-0.13364581008357515,-0.07974357066686508,0.0
2019-02-26,-0.0,-0.02615327380952381,-0.0,1.0,-0.1345858134920635,-0.07932787698412698,0.0
2019-02-27,-0.0,-0.025850424437697504,-0.0,1.0,-0.13217671479025964,-0.08121940640684058,0.0
2019-02-28,-0.0,-0.02671769908215971,-0.0,1.0,-0.1327338263163762,-0.07919933608313824,0.0
2019-03-01,-0.0,-0.02647481301698945,-0.0,1.0,-0.13556887413938284,-0.07626677893902621,0.0
2019-03-04,-0.0,-0.02829183698748916,-0.0,1.0,-0.13365539452495973,-0.07676204632726372,0.0
2019-03-05,-0.0,-0.025532336828536725,-0.0,1.0,-0.13851912446394488,-0.07538236533551473,0.0
2019-03-06,-0.0,-0.02459818828457068,-0.0,1.0,-0.13984410820724438,-0.07476114353693446,0.0
2019-03-07,-0.0,-0.02098715047180895,-0.0,1.0,-0.14526521475655152,-0.07045597892627907,0.0
2019-03-08,-0.0,-0.019289801331008567,-0.0,1.0,-0.14215024188993394,-0.06642764175732423,0.0
2019-03-11,-0.0,-0.018540905950853646,-0.0,1.0,-0.14462646797592024,-0.07042583637619658,0.0
2019-03-12,-0.0,-0.008514277215942891,-0.0,1.0,-0.14911758873686295,-0.08169740233987706,0.0
2019-03-13,-0.0,-0.011247964801948819,-0.0,1.0,-0.14933071502255807,-0.08229035906486534,0.0
2019-03-14,-0.0,-0.011618659442801403,-0.0,1.0,-0.14895494196883466,-0.08205134577627557,0.0
2019-03-15,-0.0,-0.010187073983780286,-0.0,1.0,-0.15055475396785908,-0.08310114931091098,0.0
2019-03-18,-0.0,-0.012194664834135066,-0.0,1.0,-0.1517960892109702,-0.08546261010807772,0.0
2019-03-19,-0.0,-0.011901186364318965,-0.0,1.0,-0.15217500125143915,-0.0873629674125244,0.0
2019-03-20,-0.0,-0.008703503975519828,-0.0,1.0,-0.15352780355664802,-0.09186335247936993,0.0
2019-03-21,-0.0,-0.00833281044111188,-0.0,1.0,-0.1709481081759428,-0.07566041287569807,0.0
2019-03-22,-0.0,-0.007828856377916788,-0.0,1.0,-0.17762748854855287,-0.08340206316377155,0.0
2019-03-25,-0.0,-0.0,-0.0,1.0,-0.18567609150755418,-0.07545337604358464,0.0
2019-03-26,-0.0,-0.0,-0.0,1.0,-0.18737046959510692,-0.07635343476722438,0.0
2019-03-27,-0.0,-0.0,-0.0,1.0,-0.19058752164187592,-0.07317165640915467,0.0
2019-03-28,-0.0,-0.0,-0.0,1.0,-0.18856969374976285,-0.07640443752925254,0.0
2019-03-29,-0.0,-0.0,-0.0,1.0,-0.19007709934294648,-0.07593462380837838,0.0
2019-04-01,-0.0,-0.0,-0.0,1.0,-0.18895592000202782,-0.07843907632252667,0.0
2019-04-02,-0.0,-0.0,-0.0,1.0,-0.1898439796061795,-0.0879643235921747,0.0
2019-04-03,-0.0,-0.0,-0.0,1.0,-0.19374800230134887,-0.08477913443712842,0.0
