Date,GBAB,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.14095710001303952,-0.3026656483430509,-0.0,-0.2342082223422685,-0.18497475923476706,0.0
2018-09-25,1.0,-0.1454209652444826,-0.3025763483387124,-0.0,-0.2342406208607727,-0.18332929127101094,0.0
2018-09-26,1.0,-0.14520251487845376,-0.30243838734351974,-0.0,-0.23426801738773528,-0.1837279155239641,0.0
2018-09-27,1.0,-0.14489479678136025,-0.3036797789518884,-0.0,-0.23443421765024358,-0.1839516083863861,0.0
2018-09-28,1.0,-0.143004095984439,-0.3070492079226439,-0.0,-0.2353227224269175,-0.18493650288963287,0.0
2018-10-01,1.0,-0.1436563324414841,-0.3065092521563418,-0.0,-0.2358036933784871,-0.18504312683593094,0.0
2018-10-02,1.0,-0.14491289133404442,-0.3019143322292708,-0.0,-0.23756058309474354,-0.18690469507288682,0.0
2018-10-03,1.0,-0.14442697218166162,-0.29568684713018084,-0.0,-0.24031225429630465,-0.19158336141375568,0.0
2018-10-04,1.0,-0.14572300091696763,-0.2934857870015158,-0.0,-0.24189232179950224,-0.19026142934670734,0.0
2018-10-05,1.0,-0.1406421591437878,-0.28945556072591905,-0.0,-0.24137738483015353,-0.18987436016751977,0.0
2018-10-08,1.0,-0.14257399824236644,-0.2933004244498046,-0.0,-0.2420859744582188,-0.19184383238907274,0.0
2018-10-09,1.0,-0.14140432214162865,-0.29310924998130566,-0.0,-0.24241008001196443,-0.19253346294773052,0.0
2018-10-10,1.0,-0.1409793766243479,-0.2934390367032515,-0.0,-0.2423012919993269,-0.19303330030103022,0.0
2018-10-11,1.0,-0.1087015598673841,-0.28262405565519866,-0.0,-0.22751236480243492,-0.19285468413138396,0.0
2018-10-12,1.0,-0.11207496653279785,-0.2763409192324855,-0.0,-0.21642124051762604,-0.18008032128514054,0.0
2018-10-15,1.0,-0.10653447017568843,-0.27983766175973224,-0.0,-0.2145463607397782,-0.17912387190943235,0.0
2018-10-16,1.0,-0.10408802791823943,-0.2839719393205612,-0.0,-0.2139448757211025,-0.17849512143009758,0.0
2018-10-17,1.0,-0.09289023020774846,-0.2633702975856261,-0.0,-0.2130298989331836,-0.18534180235822573,0.0
2018-10-18,1.0,-0.09237518645257524,-0.26234974115995435,-0.0,-0.21447749407738878,-0.1856277967886286,0.0
2018-10-19,1.0,-0.08863739406410212,-0.258518466850347,-0.0,-0.21317964635720016,-0.18346528092630698,0.0
2018-10-22,1.0,-0.08864864864864866,-0.25649520488230165,-0.0,-0.21414123801220575,-0.18439407149084566,0.0
2018-10-23,1.0,-0.0844357771570126,-0.26063353186106575,-0.0,-0.22185913315413133,-0.18995414536446528,0.0
2018-10-24,1.0,-0.08360811000420934,-0.257804826715308,-0.0,-0.22186754595201347,-0.19061316121790375,0.0
2018-10-25,1.0,-0.06353572282775823,-0.23362490176649472,-0.0,-0.2353674787303106,-0.17588068473024226,0.0
2018-10-26,1.0,-0.049247070046334156,-0.23059757427091848,-0.0,-0.2487053693104388,-0.1749284546197874,0.0
2018-10-29,1.0,-0.040841206949100886,-0.23255105150868635,-0.0,-0.24401435876595887,-0.17584408547529548,0.0
2018-10-30,1.0,-0.03798561151079137,-0.2325349132458739,-0.0,-0.2440795598815066,-0.17816335167160388,0.0
2018-10-31,1.0,-0.041298679451593906,-0.22112877449743462,-0.0,-0.24378837580957186,-0.1759946168727395,0.0
2018-11-01,1.0,-0.031217954106077164,-0.22940237034546523,-0.0,-0.24389341850886775,-0.17658233168025553,0.0
2018-11-02,1.0,-0.03182939311062266,-0.226094397557006,-0.0,-0.2442490645816205,-0.17570764610144463,0.0
2018-11-05,1.0,-0.03260687061351959,-0.2243863125020988,-0.0,-0.24438362604519967,-0.17765875281238458,0.0
2018-11-06,1.0,-0.034789032723853655,-0.22612871270504878,-0.0,-0.2428012558975134,-0.1752883695159422,0.0
2018-11-07,1.0,-0.0343693361079412,-0.22647177284016914,-0.0,-0.24211250587366587,-0.17523662482379004,0.0
2018-11-08,1.0,-0.022681887772082805,-0.22636956666444785,-0.0,-0.2376356253744259,-0.1774279438194768,0.0
2018-11-09,1.0,-0.022801790855982558,-0.22642011883561075,-0.0,-0.23763793419103574,-0.17750445217449196,0.0
2018-11-12,1.0,-0.02262518439939666,-0.21862723972750325,-0.0,-0.24040708756692247,-0.17587973015530986,0.0
2018-11-13,1.0,-0.007264360259676227,-0.21676390829156053,-0.0,-0.24460514421891688,-0.17488700797107404,0.0
2018-11-14,1.0,-0.008408200875374338,-0.21660578536874325,-0.0,-0.24545035706058513,-0.17495968670813178,0.0
2018-11-15,1.0,-0.008036493585626532,-0.21682064456630928,-0.0,-0.24545888707738414,-0.17648996261713024,0.0
2018-11-16,1.0,-0.006048055747296453,-0.21222430398054104,-0.0,-0.2452256516451369,-0.17997896328435722,0.0
2018-11-19,1.0,-0.007494945842441774,-0.21188014661165988,-0.0,-0.24448973554017847,-0.1797800825101494,0.0
2018-11-20,1.0,-0.0,-0.20462929711729944,-0.0,-0.2419444353759263,-0.1857595246645555,0.0
2018-11-21,1.0,-0.0,-0.20422717842323654,-0.0,-0.246336877593361,-0.17027035788381745,0.0
2018-11-23,1.0,-0.0,-0.19898958822481663,-0.0,-0.2491053645740564,-0.17115468691808217,0.0
2018-11-26,1.0,-0.0,-0.19847390078735053,-0.0,-0.24979749214269512,-0.17179146550886173,0.0
2018-11-27,1.0,-0.0,-0.19798103989387517,-0.0,-0.2489241919306306,-0.1708512634678228,0.0
2018-11-28,1.0,-0.0,-0.1920918615589218,-0.0,-0.2549223134062084,-0.17483538226994064,0.0
2018-11-29,1.0,-0.0,-0.1908547742029502,-0.0,-0.253744393529688,-0.17461422626661702,0.0
2018-11-30,1.0,-0.0,-0.19312628861795217,-0.0,-0.2575937139795769,-0.17273568517947302,0.0
2018-12-03,1.0,-0.0,-0.19566637275072665,-0.0,-0.2612749420332452,-0.17594134744129847,0.0
2018-12-04,1.0,-0.002545959529162809,-0.19873363311731254,-0.0,-0.27010316095754533,-0.18182118767358815,0.0
2018-12-06,1.0,-0.0015133707919437155,-0.16888574050520824,-0.0,-0.271231465232721,-0.16835445075910035,0.0
2018-12-07,1.0,-0.010987403494514426,-0.17259650548557498,-0.0,-0.2768305566842747,-0.1649248273059732,0.0
2018-12-10,1.0,-0.016661702902147656,-0.17699129686620999,-0.0,-0.2850028127998941,-0.17591581455375757,0.0
2018-12-11,1.0,-0.003452301534356237,-0.18575717144763176,-0.0,-0.28630753835890593,-0.19224482988659106,0.0
2018-12-12,1.0,-0.005196063689372295,-0.18630645080447095,-0.0,-0.28817268975657023,-0.19110153208694633,0.0
2018-12-13,1.0,-0.004726671454578859,-0.183889232208174,-0.0,-0.2916005545070399,-0.19000217126250565,0.0
2018-12-14,1.0,-0.010081524474116818,-0.16970845774482504,-0.0,-0.3051128929446103,-0.19255543999731606,0.0
2018-12-17,1.0,-0.00280650172900553,-0.16899149696797583,-0.0,-0.2991430146506073,-0.19959573010808374,0.0
2018-12-18,1.0,-0.0,-0.16121204062297426,-0.0,-0.2977910011136413,-0.20316473580107375,0.0
2018-12-19,1.0,-0.0,-0.16290701745610964,-0.0,-0.29998832924857033,-0.20433818503142764,0.0
2018-12-20,1.0,-0.0,-0.15583962812318417,-0.0,-0.30289698680169336,-0.20142774134639327,0.0
2018-12-21,1.0,-0.0,-0.1543760531271682,-0.0,-0.30257376020087884,-0.19501437208841313,0.0
2018-12-24,1.0,-0.0,-0.1530669482297819,-0.0,-0.3022074108291814,-0.19449302141419472,0.0
2018-12-26,1.0,-0.0,-0.15767356682690736,-0.0,-0.2901174008306354,-0.18733444520749534,0.0
2018-12-27,1.0,-0.0,-0.14808986238016475,-0.0,-0.2717068392401201,-0.18603568159555506,0.0
2018-12-28,1.0,-0.0,-0.14805002970312928,-0.0,-0.2716471589358252,-0.18587736621550022,0.0
2018-12-31,1.0,-0.0,-0.14690717509677628,-0.0,-0.2725155404211575,-0.18683842780731486,0.0
2019-01-02,1.0,-0.0,-0.1464267946269519,-0.0,-0.27147694628556757,-0.1869493347884001,0.0
2019-01-03,1.0,-0.0,-0.14630428853342745,-0.0,-0.27319546278618295,-0.18488985865327534,0.0
2019-01-04,1.0,-0.0,-0.14962868322286993,-0.0,-0.2590593308312705,-0.1883893635710293,0.0
2019-01-07,1.0,-0.0,-0.1367966048412449,-0.0,-0.25554856963219114,-0.17948758252121974,0.0
2019-01-08,1.0,-0.0,-0.13173915772296493,-0.0,-0.25891232034142975,-0.17841900458168583,0.0
2019-01-09,1.0,-0.0,-0.1291303530001881,-0.0,-0.25857420527932784,-0.1797918364787761,0.0
