Date,FIV,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.10436941741101188,-0.2082722303692841,-0.0,-0.19304092787628319,-0.1607452339688042,0.0
2018-09-25,1.0,-0.10341663608154551,-0.20921891161456074,-0.0,-0.19375396216342464,-0.16187314403923794,0.0
2018-09-26,1.0,-0.10326476819645329,-0.20909864371152595,-0.0,-0.1937507298600337,-0.16212068131391488,0.0
2018-09-27,1.0,-0.10388874066168624,-0.20776080576307365,-0.0,-0.1937866862326574,-0.16210312166488794,0.0
2018-09-28,1.0,-0.10459664636689746,-0.20757487277884373,-0.0,-0.19401017769250017,-0.16230916826562108,0.0
2018-10-01,1.0,-0.10451298484545028,-0.20800787769544027,-0.0,-0.19402163028239536,-0.1624607784231257,0.0
2018-10-02,1.0,-0.10453194402698462,-0.20903049126674017,-0.0,-0.1939017466519721,-0.16237517950773137,0.0
2018-10-03,1.0,-0.10408245080680185,-0.20350449336852303,-0.0,-0.19632178532054922,-0.16650519493535565,0.0
2018-10-04,1.0,-0.10853764737406218,-0.199407154340836,-0.0,-0.20268957663451234,-0.16407087352625938,0.0
2018-10-05,1.0,-0.10813475485445007,-0.19895725410246984,-0.0,-0.20164767220346916,-0.16232746231743594,0.0
2018-10-08,1.0,-0.10890890220630085,-0.20045866952358632,-0.0,-0.2016137132143694,-0.16299507850949144,0.0
2018-10-09,1.0,-0.10895397489539749,-0.2003849372384937,-0.0,-0.20148953974895395,-0.1627949790794979,0.0
2018-10-10,1.0,-0.10879641249602597,-0.20030788280374145,-0.0,-0.20141224503455316,-0.16274283419507052,0.0
2018-10-11,1.0,-0.08511781660668631,-0.1907537983031803,-0.0,-0.1903629761109935,-0.16217492549951962,0.0
2018-10-12,1.0,-0.09011772641857925,-0.1853749417792268,-0.0,-0.18025151374010245,-0.1503461124584424,0.0
2018-10-15,1.0,-0.09259289007405502,-0.18269586030746493,-0.0,-0.1809609484184993,-0.1501501983903873,0.0
2018-10-16,1.0,-0.09510480510914852,-0.17989801007029904,-0.0,-0.18224667406656692,-0.15142448080047619,0.0
2018-10-17,1.0,-0.08939427698379858,-0.1683801763376516,-0.0,-0.18042779386956107,-0.15329280325938185,0.0
2018-10-18,1.0,-0.08920217674951468,-0.1679502275403367,-0.0,-0.18075931642427523,-0.15327944499252139,0.0
2018-10-19,1.0,-0.08764365538559087,-0.1659507014345724,-0.0,-0.17978917333756045,-0.15176349369897757,0.0
2018-10-22,1.0,-0.08745223030937316,-0.1616795902510188,-0.0,-0.18240489669061097,-0.15417915417915418,0.0
2018-10-23,1.0,-0.08751288353286292,-0.16167446285578368,-0.0,-0.1823356854039483,-0.15414255133592325,0.0
2018-10-24,1.0,-0.0870054527009891,-0.15823928480852142,-0.0,-0.18342632513314736,-0.15640058331219883,0.0
2018-10-25,1.0,-0.07754810897982602,-0.14269100156615858,-0.0,-0.18435702212780475,-0.14605591651289368,0.0
2018-10-26,1.0,-0.07188525474125315,-0.13882512440493613,-0.0,-0.18650726401577594,-0.14340076106549168,0.0
2018-10-29,1.0,-0.07017867293481433,-0.13802215360034414,-0.0,-0.18537124948149514,-0.14272326435298274,0.0
2018-10-30,1.0,-0.06673834574917441,-0.1380999923200983,-0.0,-0.18556178480915445,-0.14559557637662238,0.0
2018-10-31,1.0,-0.06772164490901578,-0.1336526836136576,-0.0,-0.184769134234248,-0.14427388622763657,0.0
2018-11-01,1.0,-0.06302463189761938,-0.13716496185190283,-0.0,-0.1845022399584117,-0.1442900172774949,0.0
2018-11-02,1.0,-0.06573398894792128,-0.125272115574906,-0.0,-0.18879873342568773,-0.14253527987943188,0.0
2018-11-05,1.0,-0.06315773442378277,-0.1329556357655229,-0.0,-0.1899300954904738,-0.13694582781255235,0.0
2018-11-06,1.0,-0.06455690419261988,-0.13409378188629822,-0.0,-0.188873490397941,-0.13538827041103818,0.0
2018-11-07,1.0,-0.06482258039921317,-0.13446377651382302,-0.0,-0.18972536940179022,-0.13586666463349548,0.0
2018-11-08,1.0,-0.05916962363145603,-0.13371546416765231,-0.0,-0.18709246959633638,-0.1364146422830801,0.0
