Date,INFY,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.33686021505376346,-0.5003297491039427,-0.12094623655913979,-0.5029677419354839,-0.40630824372759855,0.0
2018-09-25,1.0,-0.3383874573647855,-0.4987818510132134,-0.12350597609561755,-0.5015047722777953,-0.40405285333486207,0.0
2018-09-26,1.0,-0.3433726258754359,-0.5072772862207108,-0.12911779116350117,-0.5040205205060957,-0.3982765080554515,0.0
2018-09-27,1.0,-0.34326895358893056,-0.5078408763332373,-0.12908619198616317,-0.5040933986739694,-0.39838570193139233,0.0
2018-09-28,1.0,-0.343134711291764,-0.5079131713223213,-0.1293205338868229,-0.5039637925567183,-0.398426014010205,0.0
2018-10-01,1.0,-0.3426980876287173,-0.5092734142894229,-0.1296547347774669,-0.5039083907813897,-0.3989154576134299,0.0
2018-10-02,1.0,-0.3475175250564857,-0.48725450437402235,-0.13834656161288453,-0.5140200451885754,-0.40953594809107235,0.0
2018-10-03,1.0,-0.34791431138939616,-0.48983969620546713,-0.1387946777980694,-0.5136388671478679,-0.4086152419050932,0.0
2018-10-04,1.0,-0.36,-0.4848794740686632,-0.13899196493791088,-0.5315412710007305,-0.4064280496712929,0.0
2018-10-05,1.0,-0.35085524784733535,-0.477629741680242,-0.13000349080754015,-0.537846171747731,-0.41264254130788924,0.0
2018-10-08,1.0,-0.3511816083895656,-0.4790699033096719,-0.12260099903601787,-0.5508135424882423,-0.4175211053661671,0.0
2018-10-09,1.0,-0.35464231354642317,-0.48065214846036763,-0.1285271045545018,-0.5492331108769465,-0.4140030441400305,0.0
2018-10-10,1.0,-0.3550529580431857,-0.47981157469717367,-0.12905962900111184,-0.5493884955234362,-0.41257534086254316,0.0
2018-10-11,1.0,-0.3267904962680189,-0.46911856874252184,-0.09452452851689362,-0.541336675972879,-0.41707025240727025,0.0
2018-10-12,1.0,-0.32856659333220506,-0.4616404354938794,-0.09231680487392113,-0.5330569188243921,-0.40497546116094096,0.0
2018-10-15,1.0,-0.32936530324400565,-0.4605923836389281,-0.09201692524682653,-0.5341325811001411,-0.4047672778561354,0.0
2018-10-16,1.0,-0.32691652470187393,-0.48727995457126627,-0.0753549119818285,-0.5403180011357183,-0.4094264622373651,0.0
2018-10-17,1.0,-0.3206274245235284,-0.471552257266543,-0.0716815651880587,-0.5371338618091864,-0.41004666329341655,0.0
2018-10-18,1.0,-0.3347513653348663,-0.5036792181661397,-0.060160965794768616,-0.5480885311871228,-0.42770911181373955,0.0
2018-10-19,1.0,-0.3325308801192216,-0.5012466683862092,-0.05562720316395838,-0.5499097240134124,-0.4266185194738199,0.0
2018-10-22,1.0,-0.33519681201800405,-0.495283965482641,-0.048421776898598085,-0.5560047017000659,-0.4319830280095181,0.0
2018-10-23,1.0,-0.33446236867788043,-0.49678511969688266,-0.04538147999311097,-0.5594752856076698,-0.43435329238188186,0.0
2018-10-24,1.0,-0.33453815261044173,-0.4959265633964429,-0.04314400458978772,-0.5603557085484796,-0.4346242111302352,0.0
2018-10-25,1.0,-0.31799210061906497,-0.4674080506456764,-0.04227009159920446,-0.5591193030617104,-0.41440936720916555,0.0
2018-10-26,1.0,-0.31063215198311295,-0.4598655704921675,-0.03399622264192867,-0.5632429730029996,-0.40973225197200314,0.0
2018-10-29,1.0,-0.3017036340505559,-0.46518059627191766,-0.025720449139886054,-0.5595718789756071,-0.41346313402289947,0.0
2018-10-30,1.0,-0.29888013272501035,-0.4654776717821097,-0.02389050186644546,-0.5601548458454306,-0.41670123047145025,0.0
2018-10-31,1.0,-0.29922779922779924,-0.46064533921676787,-0.02476558190843905,-0.5585217870932158,-0.4147269718698291,0.0
2018-11-01,1.0,-0.30825067878317725,-0.4538427439463623,-0.03230453815038511,-0.5601207957001163,-0.4160525295062891,0.0
2018-11-02,1.0,-0.3245049642243053,-0.4228742581396639,-0.019052637417494037,-0.5870264573742304,-0.41987908369848576,0.0
2018-11-05,1.0,-0.3232513653627568,-0.42596545701533095,-0.019128940145823517,-0.587036677663497,-0.4169554489756314,0.0
2018-11-06,1.0,-0.3187942769829143,-0.42408667870537575,-0.021252951798860952,-0.5911376580080567,-0.4228920683428254,0.0
2018-11-07,1.0,-0.31825376989086057,-0.4237829431531006,-0.022133355550001385,-0.5904634952373018,-0.4225054847399261,0.0
2018-11-08,1.0,-0.3064516129032258,-0.4253101736972705,-0.010118555279845603,-0.5875103391232424,-0.4277088502894954,0.0
2018-11-09,1.0,-0.307649850976929,-0.4262611767303234,-0.009410530963682525,-0.5876200463627332,-0.42874489457997567,0.0
2018-11-12,1.0,-0.3077853529799868,-0.41290961073235105,-0.008769518363756324,-0.5931933142731471,-0.4264075214427095,0.0
2018-11-13,1.0,-0.29908021507137206,-0.4088539534375938,-0.0,-0.5974235104669887,-0.4239471601299162,0.0
2018-11-14,1.0,-0.30033309670725716,-0.40831649647791185,-0.0,-0.5979358925353574,-0.4237153934363567,0.0
2018-11-15,1.0,-0.2999836119305146,-0.40836337812738993,-0.0,-0.5983011034633453,-0.42472413416366217,0.0
2018-11-16,1.0,-0.29805962827710253,-0.40319943314983375,-0.0,-0.5969095764975201,-0.4270997983321524,0.0
2018-11-19,1.0,-0.299117118099079,-0.40280124257452726,-0.0,-0.5962177775355606,-0.4268080004359911,0.0
2018-11-20,1.0,-0.26699186991869917,-0.39547425474254744,-0.0,-0.6023577235772357,-0.44523035230352304,0.0
2018-11-21,1.0,-0.2687218733999839,-0.3907946859252473,-0.0,-0.6009054407286643,-0.43436902099221214,0.0
2018-11-23,1.0,-0.269861354152645,-0.380643424417822,-0.0,-0.6057881276080226,-0.4358863911697402,0.0
2018-11-26,1.0,-0.2691375968992248,-0.3847168389319552,-0.0,-0.6039244186046512,-0.43386627906976744,0.0
2018-11-27,1.0,-0.2639223883796966,-0.38548534062282247,-0.0,-0.6005788712011577,-0.4299994640081471,0.0
2018-11-28,1.0,-0.26576914825144815,-0.379210469856254,-0.0,-0.6043231066294787,-0.43252520918257886,0.0
